Collection Name,Collection Id,MMS Id,Title,Suppressed From Discovery,Uniform Resource Identifier,Rep Label,File Label,Permalink
Prospect Journal Collection,81271192290002171,99245133174302171,English language teacher socialisation during the practicum.,No,http://hdl.handle.net/1959.14/319299,English language teacher socialisation during the practicum,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133174302171
Prospect Journal Collection,81271192290002171,99245133174402171,Responding to change in immigrant English language assessment.,No,http://hdl.handle.net/1959.14/35121,Responding to change in immigrant English language assessment,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133174402171
Prospect Journal Collection,81271192290002171,99245133174502171,Empathic communication skills and CALD medical student interviews.,No,http://hdl.handle.net/1959.14/330757,Empathic communication skills and CALD medical student interviews,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133174502171
Prospect Journal Collection,81271192290002171,99245133174602171,Giving grammar the place it deserves in process writing.,No,http://hdl.handle.net/1959.14/307954,Giving grammar the place it deserves in process writing,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133174602171
Prospect Journal Collection,81271192290002171,99245133174702171,From classroom to imagined community : a study of three learners of Crazy English in China.,No,http://hdl.handle.net/1959.14/330827,From classroom to imagined community : a study of three learners of Crazy English in China,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133174702171
Prospect Journal Collection,81271192290002171,99245133174802171,Learning to teach the Cambridge CAE : a case study.,No,http://hdl.handle.net/1959.14/330103,Learning to teach the Cambridge CAE : a case study,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133174802171
Prospect Journal Collection,81271192290002171,99245133174902171,"Book review : ""Second language writing"".",No,http://hdl.handle.net/1959.14/329080,"Book review : ""Second language writing""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133174902171
Prospect Journal Collection,81271192290002171,99245133175002171,Response to Prospect issue on 'Re-thinking ESL pedagogy'.,No,http://hdl.handle.net/1959.14/329419,Response to Prospect issue on 'Re-thinking ESL pedagogy',Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133175002171
Prospect Journal Collection,81271192290002171,99245133268002171,Web-text : perceptions of digital reading skills in the ESL classroom.,No,http://hdl.handle.net/1959.14/322547,Web-text : perceptions of digital reading skills in the ESL classroom,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268002171
Prospect Journal Collection,81271192290002171,99245133268102171,Re-examining the developmental sequence hypothesis for past tense marking in ESL : transfer effects and implications.,No,http://hdl.handle.net/1959.14/319950,Re-examining the developmental sequence hypothesis for past tense marking in ESL : transfer effects and implications,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268102171
Prospect Journal Collection,81271192290002171,99245133268202171,"Book review : ""Practice and research in literacy"".",No,http://hdl.handle.net/1959.14/328524,"Book review : ""Practice and research in literacy""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268202171
Prospect Journal Collection,81271192290002171,99245133268302171,Socialisation and contestation in an ESL class of adolescent African refugees.,No,http://hdl.handle.net/1959.14/330351,Socialisation and contestation in an ESL class of adolescent African refugees,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268302171
Prospect Journal Collection,81271192290002171,99245133268402171,"Book review : ""Grammar for English language teachers"".",No,http://hdl.handle.net/1959.14/322679,"Book review : ""Grammar for English language teachers""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268402171
Prospect Journal Collection,81271192290002171,99245133268502171,African refugees with interrupted schooling in the high school mainstream : dilemmas for teachers.,No,http://hdl.handle.net/1959.14/329632,African refugees with interrupted schooling in the high school mainstream : dilemmas for teachers,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268502171
Prospect Journal Collection,81271192290002171,99245133268602171,"Globalisation, interculturality and culture teaching : international students' cultural learning needs in Australia.",No,http://hdl.handle.net/1959.14/330107,"Globalisation, interculturality and culture teaching : international students' cultural learning needs in Australia",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268602171
Prospect Journal Collection,81271192290002171,99245133268702171,Bridging undergraduate ESL medical students to research skills and academic discourses.,No,http://hdl.handle.net/1959.14/329572,Bridging undergraduate ESL medical students to research skills and academic discourses,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268702171
Prospect Journal Collection,81271192290002171,99245133268802171,Can you complain? Cross cultural comparison of indirect complaints in Russian and American English.,No,http://hdl.handle.net/1959.14/328658,Can you complain? Cross cultural comparison of indirect complaints in Russian and American English,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268802171
Prospect Journal Collection,81271192290002171,99245133268902171,"Book review : ""Vocabulary in language teaching"".",No,http://hdl.handle.net/1959.14/322422,"Book review : ""Vocabulary in language teaching""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133268902171
Prospect Journal Collection,81271192290002171,99245133269002171,"ESOL provision for adult immigrants and refugees in New Zealand : policy, practice and research.",No,http://hdl.handle.net/1959.14/330406,"ESOL provision for adult immigrants and refugees in New Zealand : policy, practice and research",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269002171
Prospect Journal Collection,81271192290002171,99245133269102171,Options in generating dialogues for ESP course material.,No,http://hdl.handle.net/1959.14/329588,Options in generating dialogues for ESP course material,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269102171
Prospect Journal Collection,81271192290002171,99245133269202171,Book review : RELC portfolio series.,No,http://hdl.handle.net/1959.14/328618,Book review : RELC portfolio series,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269202171
Prospect Journal Collection,81271192290002171,99245133269302171,Toward a virtual learning community : building a professional Development website for the AMEP.,No,http://hdl.handle.net/1959.14/308570,Toward a virtual learning community : building a professional Development website for the AMEP,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269302171
Prospect Journal Collection,81271192290002171,99245133269402171,Intercultural postgraduate supervision meetings : an exploratory discourse study.,No,http://hdl.handle.net/1959.14/308517,Intercultural postgraduate supervision meetings : an exploratory discourse study,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269402171
Prospect Journal Collection,81271192290002171,99245133269502171,The Role of humour in the development and maintenance of class cohesion.,No,http://hdl.handle.net/1959.14/320059,The Role of humour in the development and maintenance of class cohesion,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269502171
Prospect Journal Collection,81271192290002171,99245133269602171,The Non-joiners : why migrant Muslim women aren't accessing English language classes.,No,http://hdl.handle.net/1959.14/319935,The Non-joiners : why migrant Muslim women aren't accessing English language classes,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269602171
Prospect Journal Collection,81271192290002171,99245133269702171,"Book review : ""Academic writing for graduate students : a course for nonnative speakers of English"".",No,http://hdl.handle.net/1959.14/328657,"Book review : ""Academic writing for graduate students : a course for nonnative speakers of English""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269702171
Prospect Journal Collection,81271192290002171,99245133269802171,Putting scaffolding to work : the contribution of scaffolding in articulating ESL education.,No,http://hdl.handle.net/1959.14/329484,Putting scaffolding to work : the contribution of scaffolding in articulating ESL education,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269802171
Prospect Journal Collection,81271192290002171,99245133269902171,Motivations and rewards in teaching English overseas : a portrait of expatriate TEFL teachers in South-East Asia.,No,http://hdl.handle.net/1959.14/330948,Motivations and rewards in teaching English overseas : a portrait of expatriate TEFL teachers in South-East Asia,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133269902171
Prospect Journal Collection,81271192290002171,99245133270002171,Developing the community of practice in the AMEP.,No,http://hdl.handle.net/1959.14/330292,Developing the community of practice in the AMEP,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270002171
Prospect Journal Collection,81271192290002171,99245133270102171,"Book review : ""A cognitive approach to language learning"".",No,http://hdl.handle.net/1959.14/319269,"Book review : ""A cognitive approach to language learning""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270102171
Prospect Journal Collection,81271192290002171,99245133270202171,"Book review : ""Case study research in applied linguistics"".",No,http://hdl.handle.net/1959.14/330947,"Book review : ""Case study research in applied linguistics""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270202171
Prospect Journal Collection,81271192290002171,99245133270302171,Learning to talk like a language teacher : crossing the boundary between university and school.,No,http://hdl.handle.net/1959.14/322617,Learning to talk like a language teacher : crossing the boundary between university and school,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270302171
Prospect Journal Collection,81271192290002171,99245133270402171,"Book review : ""Dictionary of language testing"".",No,http://hdl.handle.net/1959.14/319259,"Book review : ""Dictionary of language testing""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270402171
Prospect Journal Collection,81271192290002171,99245133270502171,Learner perceptions of a professional development immersion course.,No,http://hdl.handle.net/1959.14/330315,Learner perceptions of a professional development immersion course,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270502171
Prospect Journal Collection,81271192290002171,99245133270602171,Investigating the effectiveness of arguments in undergraduate essays from an evaluation perspective.,No,http://hdl.handle.net/1959.14/330729,Investigating the effectiveness of arguments in undergraduate essays from an evaluation perspective,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270602171
Prospect Journal Collection,81271192290002171,99245133270702171,Creating an online language resource.,No,http://hdl.handle.net/1959.14/331006,Creating an online language resource,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270702171
Prospect Journal Collection,81271192290002171,99245133270802171,Explaining successful language learning in difficult circumstances.,No,http://hdl.handle.net/1959.14/322660,Explaining successful language learning in difficult circumstances,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270802171
Prospect Journal Collection,81271192290002171,99245133270902171,The Writing of and teaching strategies for students from the Horn of Africa.,No,http://hdl.handle.net/1959.14/322668,The Writing of and teaching strategies for students from the Horn of Africa,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133270902171
Prospect Journal Collection,81271192290002171,99245133271002171,Transforming a post-graduate level assessment course : a second language teacher educator's narrative.,No,http://hdl.handle.net/1959.14/320015,Transforming a post-graduate level assessment course : a second language teacher educator's narrative,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271002171
Prospect Journal Collection,81271192290002171,99245133271102171,Critical literacy and text selection in English for academic purposes courses.,No,http://hdl.handle.net/1959.14/308503,Critical literacy and text selection in English for academic purposes courses,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271102171
Prospect Journal Collection,81271192290002171,99245133271202171,"Book review : ""Using the board in the language classroom"".",No,http://hdl.handle.net/1959.14/329040,"Book review : ""Using the board in the language classroom""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271202171
Prospect Journal Collection,81271192290002171,99245133271302171,Approaches to learning for preservice EFL teachers.,No,http://hdl.handle.net/1959.14/323440,Approaches to learning for preservice EFL teachers,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271302171
Prospect Journal Collection,81271192290002171,99245133271402171,"Book review : ""Stories : narrative activities in the language classroom"".",No,http://hdl.handle.net/1959.14/319991,"Book review : ""Stories : narrative activities in the language classroom""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271402171
Prospect Journal Collection,81271192290002171,99245133271502171,"Book review : ""Interfaces between second language acquisition and language testing research"".",No,http://hdl.handle.net/1959.14/322506,"Book review : ""Interfaces between second language acquisition and language testing research""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271502171
Prospect Journal Collection,81271192290002171,99245133271602171,The Effects of ESL-trained content-area teachers : reducing middle school students to incidental language learners.,No,http://hdl.handle.net/1959.14/323428,The Effects of ESL-trained content-area teachers : reducing middle school students to incidental language learners,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271602171
Prospect Journal Collection,81271192290002171,99245133271702171,"Book review : ""English in medicine"" (3rd ed.).",No,http://hdl.handle.net/1959.14/330098,"Book review : ""English in medicine"" (3rd ed.)",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271702171
Prospect Journal Collection,81271192290002171,99245133271802171,Extroversion and group oral performance : a mixed quantitative and discourse analysis approach.,No,http://hdl.handle.net/1959.14/330726,Extroversion and group oral performance : a mixed quantitative and discourse analysis approach,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271802171
Prospect Journal Collection,81271192290002171,99245133271902171,Retrospect and Prospect.,No,http://hdl.handle.net/1959.14/319942,Retrospect and Prospect,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133271902171
Prospect Journal Collection,81271192290002171,99245133272002171,"Book review : ""A critical introduction to phonology"".",No,http://hdl.handle.net/1959.14/330677,"Book review : ""A critical introduction to phonology""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272002171
Prospect Journal Collection,81271192290002171,99245133272102171,Helping teachers help students with pronunciation : a cognitive approach.,No,http://hdl.handle.net/1959.14/329794,Helping teachers help students with pronunciation : a cognitive approach,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272102171
Prospect Journal Collection,81271192290002171,99245133272202171,"Book review : ""Teaching English as an international language"".",No,http://hdl.handle.net/1959.14/322704,"Book review : ""Teaching English as an international language""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272202171
Prospect Journal Collection,81271192290002171,99245133272302171,Practical teaching ideas.,No,http://hdl.handle.net/1959.14/322515,Practical teaching ideas,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272302171
Prospect Journal Collection,81271192290002171,99245133272402171,"Book review : ""Beyond Babel : language learning online"" and ""Virtual language learning revisited (CD-ROM)"".",No,http://hdl.handle.net/1959.14/322604,"Book review : ""Beyond Babel : language learning online"" and ""Virtual language learning revisited (CD-ROM)""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272402171
Prospect Journal Collection,81271192290002171,99245133272502171,"Book review : ""Multimodality and genre : a foundation for the systematic analysis of multimodal documents"".",No,http://hdl.handle.net/1959.14/330842,"Book review : ""Multimodality and genre : a foundation for the systematic analysis of multimodal documents""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272502171
Prospect Journal Collection,81271192290002171,99245133272602171,Learner factors affecting the use of learning strategies in cross-cultural contexts.,No,http://hdl.handle.net/1959.14/322669,Learner factors affecting the use of learning strategies in cross-cultural contexts,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272602171
Prospect Journal Collection,81271192290002171,99245133272702171,Schooled literacies? The use of vernacular literacy practices in Papua New Guinean communities.,No,http://hdl.handle.net/1959.14/328599,Schooled literacies? The use of vernacular literacy practices in Papua New Guinean communities,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272702171
Prospect Journal Collection,81271192290002171,99245133272802171,"Book review : ""How different are we? Spoken discourse in intercultural communication"".",No,http://hdl.handle.net/1959.14/329543,"Book review : ""How different are we? Spoken discourse in intercultural communication""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272802171
Prospect Journal Collection,81271192290002171,99245133272902171,"Book review : ""The dynamics of the language classroom"".",No,http://hdl.handle.net/1959.14/323082,"Book review : ""The dynamics of the language classroom""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133272902171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133154402171,“Level Up conference” boots up the heart of “gameness”.,No,http://hdl.handle.net/1959.14/33287,“Level Up conference” boots up the heart of “gameness”,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133154402171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133154502171,"Please touch the art : private information, public settings.",No,http://hdl.handle.net/1959.14/33377,"Please touch the art : private information, public settings",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133154502171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133154602171,The Literary adventure that will become your world.,No,http://hdl.handle.net/1959.14/33379,The Literary adventure that will become your world,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133154602171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133154702171,Ghost world : image archives in the 21st century.,No,http://hdl.handle.net/1959.14/33339,Ghost world : image archives in the 21st century,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133154702171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133154802171,Virtual voices : ghost riders in the sky.,No,http://hdl.handle.net/1959.14/33307,Virtual voices : ghost riders in the sky,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133154802171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133154902171,The Sonic commons : embrace or retreat?,No,http://hdl.handle.net/1959.14/33367,The Sonic commons : embrace or retreat?,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133154902171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155002171,Game hack.,No,http://hdl.handle.net/1959.14/33305,Game hack,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155002171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155102171,Screening Sydney : a select filmography.,No,http://hdl.handle.net/1959.14/34866,Screening Sydney : a select filmography,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155102171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155202171,"Trespassing, or, the ethics of archives.",No,http://hdl.handle.net/1959.14/33329,"Trespassing, or, the ethics of archives",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155202171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155302171,"Being croc-savvy : ecology, crocodile education, and rescuing propositional knowledge.",No,http://hdl.handle.net/1959.14/317219,"Being croc-savvy : ecology, crocodile education, and rescuing propositional knowledge",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155302171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155402171,Whatever happened to virtual reality?,No,http://hdl.handle.net/1959.14/31210,Whatever happened to virtual reality?,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155402171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155502171,"Editorial : Memory, media, and embodied cognition (Scan : journal of media arts culture).",No,http://hdl.handle.net/1959.14/31484,"Editorial : Memory, media, and embodied cognition (Scan : journal of media arts culture)",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155502171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155602171,Performing the network.,No,http://hdl.handle.net/1959.14/20517,Performing the network,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155602171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155702171,"'It's as plain as the nose on his face' : Michael Jackson, modificatory practices, and the question of ethics.",No,http://hdl.handle.net/1959.14/31200,"'It's as plain as the nose on his face' : Michael Jackson, modificatory practices, and the question of ethics",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155702171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155802171,The Theatrical text as a misrecognised technological practice : shape-shifting interventions between words and bodies.,No,http://hdl.handle.net/1959.14/9685,The Theatrical text as a misrecognised technological practice : shape-shifting interventions between words and bodies,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155802171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133155902171,Technology and magick.,No,http://hdl.handle.net/1959.14/31230,Technology and magick,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133155902171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156002171,Editorial : Shadows of the dead : mediating the archive photograph (Scan : journal of media arts culture).,No,http://hdl.handle.net/1959.14/31494,Editorial : Shadows of the dead : mediating the archive photograph (Scan : journal of media arts culture),Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156002171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156102171,(De)constructing technologies of subjectivity.,No,http://hdl.handle.net/1959.14/11097,(De)constructing technologies of subjectivity,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156102171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156202171,"Editorial : ""The Glittering tart"" : imaging Sydney (Scan : journal of media arts culture).",No,http://hdl.handle.net/1959.14/31393,"Editorial : ""The Glittering tart"" : imaging Sydney (Scan : journal of media arts culture)",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156202171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156302171,Editorial : News and the net : convergences and divergences (Scan : journal of media arts culture).,No,http://hdl.handle.net/1959.14/9690,Editorial : News and the net : convergences and divergences (Scan : journal of media arts culture),Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156302171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156402171,"The Ghost in/on the machine : magic, technology and the ""modest witness"".",No,http://hdl.handle.net/1959.14/31170,"The Ghost in/on the machine : magic, technology and the ""modest witness""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156402171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156502171,Uncertain spaces : artists' exploration of new socialities in mediated public space.,No,http://hdl.handle.net/1959.14/20527,Uncertain spaces : artists' exploration of new socialities in mediated public space,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156502171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156602171,Lost City found : an interview with Luc Sante.,No,http://hdl.handle.net/1959.14/31190,Lost City found : an interview with Luc Sante,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156602171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156702171,"Public eye, private eye : Sydney police mug shots, 1912-1930.",No,http://hdl.handle.net/1959.14/31245,"Public eye, private eye : Sydney police mug shots, 1912-1930",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156702171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156802171,"Fable 2 as simulation, game and narrative : a contest.",No,http://hdl.handle.net/1959.14/111195,"Fable 2 as simulation, game and narrative : a contest",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156802171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133156902171,"""I'd rather take Methadone than Ken Done"" : branding Sydney in the 1980s.",No,http://hdl.handle.net/1959.14/31415,"""I'd rather take Methadone than Ken Done"" : branding Sydney in the 1980s",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133156902171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157002171,Grace and violence : questioning politics and desire in Lars Von Trier's 'Dogville'.,No,http://hdl.handle.net/1959.14/22661,Grace and violence : questioning politics and desire in Lars Von Trier's 'Dogville',Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157002171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157102171,"Somatechnics, or monstrosity unbound.",No,http://hdl.handle.net/1959.14/10917,"Somatechnics, or monstrosity unbound",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157102171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157202171,The Christological Imperative : notes towards a speculative re-interpretation of Catholic martyrdom.,No,http://hdl.handle.net/1959.14/31180,The Christological Imperative : notes towards a speculative re-interpretation of Catholic martyrdom,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157202171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157302171,Writing the 'real' / really writing.,No,http://hdl.handle.net/1959.14/11077,Writing the 'real' / really writing,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157302171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157402171,Blue Murder : a RE-IMAGINED history.,No,http://hdl.handle.net/1959.14/31474,Blue Murder : a RE-IMAGINED history,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157402171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157502171,"Somatic technologies : embodiment, new technologies and the undead.",No,http://hdl.handle.net/1959.14/11219,"Somatic technologies : embodiment, new technologies and the undead",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157502171
Scan : Journal Of Media Arts Culture Collection,81271192280002171,99245133157602171,If walls could talk : spatialising narrative in the museum.,No,http://hdl.handle.net/1959.14/70069,If walls could talk : spatialising narrative in the museum,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133157602171
